Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/__tests__/MultiRequire.js Map 66 13 234
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js keyedSeqFromValue 292 7 7167 =======> 0.018186694011
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js indexedSeqFromValue 306 7 7183 =======> 0.003091868013
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js seqFromValue 316 0 7190 =======> 0.000002101086
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js maybeIndexedSeqFromValue 333 0 7207 =======> 0.000294941652
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isAssociative.js isAssociative 4 7 8781 =======> 0.008206428960
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isCollection.js isCollection 4 7 8792 =======> 0.910000622272
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isIndexed.js isIndexed 3 7 8817 =======> 0.983301937580
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/predicates/isKeyed.js isKeyed 3 7 8828 =======> 0.988054811954
Total edge above 0.9 ===>  1


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js isKeyed 90 22 1873
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 8 13 1645 =======> 0.239809572697
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 14 13 1656 =======> 0.820963382721
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 20 13 1666 =======> 0.653398811817
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Collection.js nan 26 13 1676 =======> 0.713045775890
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 87 9 1864 =======> 0.000129996988
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 92 19 1878 =======> 0.000058700545
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 99 14 1886 =======> 0.037422984838
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 103 6 1889 =======> 0.000022112928
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 107 12 1893 =======> 0.530004143715
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 111 7 1897 =======> 0.000019451079
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 118 14 1902 =======> 0.000018861025
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 123 14 1907 =======> 0.000020833037
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 128 7 1915 =======> 0.000022489205
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 133 10 1922 =======> 0.001819293597
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 137 7 1926 =======> 0.109813518822
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 145 9 1936 =======> 0.000022053813
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 150 8 1943 =======> 0.000020930216
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 157 10 1950 =======> 0.000063331419
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 161 12 1953 =======> 0.000012206928
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 176 8 1966 =======> 0.000060151153
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 180 10 1973 =======> 0.000046486850
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 181 21 1978 =======> 0.003479131265
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 184 9 1982 =======> 0.000022490836
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 188 7 1987 =======> 0.001229229150
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 191 19 1994 =======> 0.000033798377
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 200 8 2003 =======> 0.000060333263
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 204 11 2008 =======> 0.000019627914
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 208 6 2012 =======> 0.003486346919
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 213 9 2021 =======> 0.000035013603
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 218 6 2029 =======> 0.000484071206
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 223 19 2039 =======> 0.000090159861
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 230 6 2045 =======> 0.000022872473
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 234 5 2048 =======> 0.000033291570
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 238 8 2054 =======> 0.000014614399
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 249 13 2062 =======> 0.000014810475
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 260 9 2066 =======> 0.000018545647
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 264 7 2071 =======> 0.011863775551
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 268 6 2077 =======> 0.006068498828
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 271 19 2081 =======> 0.000034768476
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 280 6 2087 =======> 0.000035623078
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 284 8 2092 =======> 0.000024615982
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 290 9 2096 =======> 0.000019097566
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 294 9 2101 =======> 0.000020458563
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 295 66 2106 =======> 0.005087110680
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 298 7 2108 =======> 0.000025715772
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 304 9 2115 =======> 0.000010753234
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 308 8 2120 =======> 0.000041836629
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 312 10 2125 =======> 0.000006615483
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 319 35 2139 =======> 0.000001534527
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 323 11 2143 =======> 0.000016777218
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 327 11 2148 =======> 0.001759046456
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 329 19 2152 =======> 0.000026156271
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 338 9 2159 =======> 0.000343359075
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 343 10 2164 =======> 0.000037908332
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 347 15 2170 =======> 0.000044666249
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 353 13 2176 =======> 0.000017912367
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 357 7 2182 =======> 0.000036390527
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 361 9 2186 =======> 0.000033449254
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 365 9 2191 =======> 0.000035273672
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 369 14 2196 =======> 0.000023862192
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 373 5 2200 =======> 0.000314817094
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 374 21 2204 =======> 0.000527979690
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 379 9 2209 =======> 0.000010493755
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 383 5 2213 =======> 0.000115272189
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 389 10 2217 =======> 0.000088731038
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 391 22 2224 =======> 0.002443300793
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 394 12 2227 =======> 0.000089278132
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 399 7 2234 =======> 0.000041223167
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 400 24 2237 =======> 0.000827775744
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 403 8 2240 =======> 0.000021371430
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 407 6 2247 =======> 0.000036494021
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 411 11 2253 =======> 0.000041221989
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 415 5 2259 =======> 0.000030832853
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 419 7 2263 =======> 0.000039247141
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 423 5 2267 =======> 0.000031131145
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 430 7 2275 =======> 0.000037686728
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 438 6 2281 =======> 0.000021674856
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 442 6 2285 =======> 0.000039316928
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 446 10 2293 =======> 0.000040001389
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 450 11 2300 =======> 0.000107122854
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 454 11 2305 =======> 0.000018287263
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 458 8 2310 =======> 0.000041484946
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 462 6 2315 =======> 0.000030289495
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 466 10 2320 =======> 0.000034612032
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 470 11 2326 =======> 0.000125172577
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 474 11 2331 =======> 0.000017546161
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 478 8 2336 =======> 0.000016641450
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 482 10 2340 =======> 0.383986026049
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 488 10 2344 =======> 0.000041543735
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 504 61 2354 =======> 0.000002117855
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 513 6 2362 =======> 0.000017185523
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 517 12 2367 =======> 0.000060919498
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 522 13 2375 =======> 0.000088234068
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 527 9 2380 =======> 0.000031542346
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 532 13 2387 =======> 0.000047728416
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 542 44 2391 =======> 0.000036979476
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 548 12 2396 =======> 0.000021683809
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 554 8 2399 =======> 0.000020376472
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 558 11 2404 =======> 0.000021671693
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 563 9 2411 =======> 0.000261854060
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 568 13 2418 =======> 0.000049547609
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 573 9 2424 =======> 0.000016820264
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 577 7 2428 =======> 0.000755029207
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 581 8 2433 =======> 0.000218020345
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 602 15 2455 =======> 0.000021647071
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 607 7 2461 =======> 0.000030423620
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 611 9 2464 =======> 0.000031353466
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 615 5 2468 =======> 0.001493718126
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 621 18 2474 =======> 0.000146822073
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 624 5 2475 =======> 0.000349383947
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 634 11 2482 =======> 0.000010564324
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 638 12 2487 =======> 0.000028981111
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 648 8 2504 =======> 0.000020776828
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 652 6 2507 =======> 0.000029975332
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 656 11 2511 =======> 0.000020260095
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 660 5 2516 =======> 0.000015863941
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 665 8 2526 =======> 0.000016119429
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 670 9 2535 =======> 0.000023503930
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 684 5 2545 =======> 0.000055316428
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 688 10 2549 =======> 0.000107550077
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 694 8 2552 =======> 0.000036489113
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js reduce 712 0 2560 =======> 0.000117583135
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 714 23 2565 =======> 0.000044916982
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js keyMapper 725 0 2569 =======> 0.000010490653
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js entryMapper 729 0 2571 =======> 0.000004043912
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js not 733 0 2574 =======> 0.000045726956
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js nan 734 9 2576 =======> 0.000079284277
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/CollectionImpl.js neg 739 0 2581 =======> 0.001386829070
